data_id,id,classe,darija_arabic,darija_arabizi,english,modern_standard_arabic,status,dataset_type
data51485,WIKI_D_00817,D,هيو برادنر مات ف عمر 92 عام ف دارو ف سان دييغو، كاليفورنيا، ف 5 ماي 2008، بسبب مضاعفات ديال الالتهاب الرئوي. و خلف من وراه بنتو، باري كورنيت، و ثلاثة د الأحفاد و وحدة حفيدة د الحفيد.,"hiyo bradner mat f 3omr 92 3am f daro f san diego, kalifornia, f 5 may 2008, bsbab moda3afat dyal iltihab rri2awi. w khllf men warah bntu, bari cornet, w thlata d l2ahffad w w7da hfidat lhafid.","Hugh Bradner died at the age of 92 at his home in San Diego, California, on May 5, 2008, from complications of pneumonia. He was survived by his daughter, Bari Cornet, three grandchildren and one great-granddaughter.",توفي هيو برادنر عن عمر يناهz 92 عاماً في منزله بسان دييغو، كاليفورنيا، في 5 مايو 2008، إثر مضاعفات التهاب رئوي. وقد ترك وراءه ابنته باري كورنيت، وثلاثة أحفاد، وابنة حفيدة واحدة.,VALIDATED,GOLD
data51486,DATA_22391,B,نهار 5 نونبر 2008، برونر تعينت فالمجلس الاستشاري ديال مشروع التحول ديال أوباما بايدن.,"Nhar 5 nounbir 2008, Brunner t3aynat fl mejlis l 2istichari dyal mchrou3 ttahawoul dyal Obama-Biden.","On November 5, 2008, Browner was named to the advisory board of the Obama-Biden Transition Project.",في 5 نوفمبر 2008، تم تعيين براونر في المجلس الاستشاري لمشروع أوباما-بايدن الانتقالي.,VALIDATED,GOLD
data51487,DATA_0896,A,و يمكن ندير بريكولات ف الدار فاش كانكون كانكتب,o ymken ndir bricolat f ddar fach kankon kankteb,I can do the odd jobs round the house in-between writing.,يمكنني القيام بالأعمال المنزلية الصغيرة بين أوقات الكتابة.,VALIDATED,GOLD
data51488,DATA_11227,A,تعطلتي بزّاف باش تدير فيزيتا,t3etli bezzaf bach tdir visita,you are too late to do a visite,لقد تأخرت كثيراً في القيام بالزيارة,VALIDATED,GOLD
data51489,WIKI_C_00063,C,ف 775 واحد النص كيهضر على الموت ديال السيد واك شان كاك، واحد الأمير اللي كيبان باللي كان ولي العهد ومات قبل ما يشد السلطة.,"f 775 wa7d nnas ky7dar 3la lmut dyal ssayid wak chan kak, wa7d l2amir lli kayban bli kan waliy l3ahd wmat qbl ma ychud ssulta.","In 775 a text recorded the death of Lord Wak Chan Kak, a prince who appears to have been the heir to the throne and who died before he could take power.",في عام 775، سجل نصٌّ موت اللورد واك تشان كاك، وهو أمير بدا أنه كان ولياً للعهد، وقد توفي قبل أن يتمكن من تولي السلطة.,VALIDATED,GOLD
data51490,WIKI_D_05629,D,الاندلاع ديال الصراع عطى الذريعة للعنف بين ميرينا ديال الجبال والملغاشيين الساحليين من مجموعات عرقية أخرى. شي 1900 حتى 5000 ملغاشي من المناصرين ديال باديسم تقاتلو و تقتلو على يد المغاربة ديالهم القوميين المواليين  إم دي آر إم  خلال الصراع.,l2indila3 dyal ssira3 3ta ddari3a lil 3onf bin merina dyal l jibal w lmolghachiyin ssahliyin mn mjmu3at 3irqiya o5ra. chi 1900 7ta 5000 molghachi mn lmonassirin dyal badesim t9atlo w t9etlu 3la yed lmegharba dyalhom lqawmiyin lmwalin MDRM khilal ssera3.,The eruption of the conflict provided the pretext for violence between highland Merina and coastal Malagasy of other ethnic groups. An estimated 1900 to 5000 Malagasy PADESM supporters were killed by their pro-MDRM nationalist countrymen during the conflict.,وفّر اندلاع الصراع الذريعة للعنف بين الميرينا في المرتفعات والمالاغاشيين الساحليين من مجموعات عرقية أخرى. قُتل ما يقدر بنحو 1900 إلى 5000 من أنصار باديسيم من المالاغاشيين على يد مواطنيهم القوميين الموالين لحزب إم دي آر إم خلال الصراع.,VALIDATED,GOLD
data51491,WIKI_C_09532,C,الفيلم داز حتى فمهرجان برلين الدولي بلا منافسة من 15 حتال 26 فبراير 1996. وفبلاصة خرين، الفيلم بدا فمارس 1996.,"el film daz 7ta f mehrejan berlin douwali bla mounafassa men 15 7tal 26 februar 1996. w fi blaset khryen, el film bda f mars 1996.","The film was also shown at the Berlin International Film Festival out of competition from February 15 to 26, 1996. Elsewhere, the film opened in March 1996.",كما عُرض الفيلم في مهرجان برلين السينمائي الدولي خارج المسابقة في الفترة من 15 إلى 26 فبراير 1996. في أماكن أخرى، افتتح الفيلم في مارس 1996.,VALIDATED,GOLD
data51492,DATA_14345,B,"لوبيراتور دي, راه ما كيتعرّفش على الأعداد بوحدهم. كيتعرّف غير على الدوال.","l'operateur D, rah ma kayt3arrafsh 3la l2a3dad bu7dhum. kayt3arraf ghir 3la ddawal.","The operator D, however, is not defined on individual numbers. It is only defined on functions.",ومع ذلك، فإن المؤثر دي، غير مُعرّف على الأعداد الفردية. بل هو مُعرّف على الدوال فقط.,VALIDATED,GOLD
data51493,DATA_23384,B,الخضرة مشوية فيها فلفلة، فلفلة حارة، مطيشة، البصلة، الدنجال، و بعض المرات البطاطا و الكورجيت. و عادة كتقدم مع اللحم مشوي.,"lkhodra meshwiya fiha felfla, felfla hara, matisha, lbesla, denjal, u b3d lmerrat lbatata u lkurjit. u 3adatan kat9addam m3a ll7em meshwi.","Roasted vegetables includes bell peppers, chili peppers, tomatoes, onions, eggplants and also sometimes potatoes and zucchini. Usually served with grilled meat.",تشمل الخضروات المشوية الفلفل الرومي والفلفل الحار والطماطم والبصل والباذنجان، وأحيانًا البطاطس والكوسا. تُقدم عادةً مع اللحم المشوي.,VALIDATED,GOLD
data51494,DATA_0361,A,معرفتش أش كنا غانديرو بلا الخريطة,ma3rftch ach kenna ghandiro bla lkharita,I don't know what we would have done without the map,لا أعرف ماذا كنا سنفعل بدون الخريطة,VALIDATED,GOLD
data51495,DATA_8770,A,أنا غادي ن تبّت خويا باش مايهربش,ana ghadi n tbbet 5oya bach mayhrebch,I'm going to calm my brother down and steady him so he doesn't run away,سأهدئ أخي وأثبته كي لا يهرب,VALIDATED,GOLD
data51496,WIKI_C_01685,C,فآخر لحظة، ملي تݣشف باللي تعليمات القتل الغير العمد ما كانوش مدخلين فالتعليمات اللي تقدمو، عيطو على المحلفين باش يرجعو، و عطاوهم التعليمات.,"f akher lahtha, mli tkchef belli ta3limat lqatl lghayr l3amad ma kanouch mdakhlin f tta3limat li t9addmo, 3ayto 3la lmo7alafin bach yrja3o, w 3tawhom tta3limat.","At the last minute , when it was discovered that instructions for manslaughter had not been included in the submitted instructions, the jury was called back, and the instructions were given.",في اللحظة الأخيرة، عندما اكتُشف أن تعليمات القتل غير العمد لم تُدرج في التعليمات المقدمة، تم استدعاء هيئة المحلفين مرة أخرى، وتم تقديم التعليمات.,VALIDATED,GOLD
data51497,WIKI_D_08366,D,وينثروب، هو و شي مسؤولين آخرين من الشركة، بداو كيديرو الإجراءات ديال تجهيز أسطول النقل و المؤن باش يهاجرو. و بقا كايقلب على ناس عندهم شي حرف اللي غايحتاجوها فالمستعمرة الجديدة، بحال الأئمة باش يهتمو بالدين ديال الناس اللي غايكونو تما.,"winthrop, howa w chi ms2oulin akhrin men charika, bdaw kydiru l2ijra2at dyal tajhiz 2ostoul nnaql w lmou2n bach yhajru. w bqa kay9ellb 3la nass 3ndhom chi 7erf lli ghay7tajuha fl mosta3mara ljadida, b7al l a2imma bach yhtemmu bddin dyal nass lli ghaykunu temma.","Winthrop, along with other company officials, then began the process of arranging a transport fleet and supplies for the migration. He also worked to recruit individuals with special skills the new colony would require, including pastors to see to the colony 's spiritual needs.",ثم بدأ وينثروب، بالاشتراك مع مسؤولين آخرين بالشركة، عملية ترتيب أسطول نقل وإمدادات للهجرة. كما عمل على تجنيد أفراد بمهارات خاصة ستحتاجها المستعمرة الجديدة، بما في ذلك قساوسة للعناية بالاحتياجات الروحية للمستعمرة.,VALIDATED,GOLD
data51498,DATA_16228,B,المرحلة 0: هي الفترة اللي كتكون مابين تحليل سلبي أو غير حاسم ديال إتش آي في متبوع بتحليل إيجابي فأقل من 180 يوم.,Lmer7ala 0: hiya lfetra lli katkun ma bayn ta7lil selbi aw ghayr 7asim dyal HIV metbu3 b ta7lil ijabi f2aqal mn 180 youm.,Stage 0: the time between a negative or indeterminate HIV test followed less than 180 days by a positive test,المرحلة 0: الفترة الزمنية بين نتيجة فحص إتش آي في السلبية غير المحددة، تتبعها نتيجة إيجابية في غضون أقل من 180 يومًا.,VALIDATED,GOLD
data51499,DATA_9475,A,كون غير قدرت نقوى.,Koun ghir qdert nqwa,I wish I could have grown stronger,ليتني استطعت أن أزداد قوة,VALIDATED,GOLD
data51500,DATA_8900,A,أنا غادي نتفاهم مع واليدة باش نلعب كورة فزنقة,ana ghadi n tfahem m3a walida bach nle3b kora fzen9a,I'm going to reach an agreement with my mother to play football in the street,سأتفاهم مع والدتي لألعب كرة القدم في الزقاق.,VALIDATED,GOLD
data51501,DATA_18235,B,برايم 7 (مع مرافق البث الوطنية ديال جي دبليو إن 7) كاينين فكانبيرا. الإدارة / المقر الرئيسي ديال برايم ميديا غروب كاين فبيرمونت، سيدني.,"Prime7 (m3a morafiq l bath l wataniya dyal GWN7) kaynin f Canberra. L2idara /  l moqarar arra2issi dyal Prime Media Group kayn f Peyrmont, Sydney.","Prime7 (along with GWN7 national broadcast) facilities are based in Canberra. Prime Media Group head office / administration is located in Pyrmont , Sydney.",برايم 7 (بالإضافة إلى مرافق البث الوطنية جي دبليو إن 7) في كانبرا. يقع المقر الرئيسي / الإدارة لمجموعة برايم ميديا في بيرمونت، سيدني.,VALIDATED,GOLD
data51502,WIKI_C_11357,C,ولكن يمكن گاران يكون مشهور كثر كخبير في القانون الدستوري، كثر من المساهمات الأخرى ديالو في الخدمة العمومية. في التجربة ديالو في الفيدرالية والدستور، گاران كان ديما متحمس:,"walakin yemken garran ykoun machhour ktar k khabir f l qanoun ddostouri, ktar mn l mosahemat l okhra dyalo f l khidma l 3momiya. f tajriba dyalo f l federation w  ddostour, garran kan dima mt7ams:","However Garran is perhaps best remembered as an expert on constitutional law, more so than for his other contributions to public service. On his experience of Federation and the Constitution, Garran was always enthusiastic:",ولكن ربما يُذكر غاران على أفضل وجه كخبير في القانون الدستوري، أكثر من مساهماته الأخرى في الخدمة العامة. بشأن تجربته في الاتحاد والدستور، كان غاران دائمًا متحمسًا:,VALIDATED,GOLD
data51503,DATA_23760,B,مادلين سميث بدور الآنسة كاروزو: عميلة طاليانية اللي بوند كيغازلها و كيحيد ليها حوايجها بالساعة المغناطيسية ديالو.,Madline Smith bdor l2anissa Karuzo: 3amila talyaniya lli bond kighazlha o ki7ayd liha 7wayjha bessa3a lmaghnatissiya dialo.,Madeline Smith as Miss Caruso: An Italian agent whom Bond romances and strips of her clothing by way of his magnetic watch.,مادلين سميث في دور الآنسة كاروزو: عميلة إيطالية يغازلها بوند ويجردها من ملابسها باستخدام ساعته المغناطيسية.,VALIDATED,GOLD
data51504,DATA_23994,B,شارع آلان تورينغ فـ ساري ريسيرتش بارك وطريق آلان تورينغ، اللي هو جزء من الطريق الدائري الداخلي فمانشستر، تسماو على سمية آلان تورينغ.,"Chari3 Alan Turing f Surrey Research Park w triq Alan Turing, lli huwa juz2 mn ttriq da2iri dakhili f Manchester, tsemmaw 3la smyt Alan Turing.","Alan Turing Road in the Surrey Research Park and the Alan Turing Way, part of the Manchester inner ring road, are named after Alan Turing.",سُمي كل من شارع آلان تورينغ في منتزه ساري البحثي وطريق آلان تورينغ، الذي يعد جزءاً من الطريق الدائري الداخلي لمدينة مانشستر، تخليداً لذكرى آلان تورينغ.,VALIDATED,GOLD
data51505,DATA_6007,A,بغيت نسبن حوايجي,bġit nsbbn 7wayji,i want to do laundry,أود أن أغسل الثياب.,VALIDATED,GOLD
data51506,WIKI_D_12297,D,فالحرب العالمية الثانية، إم 19 وإم 19 آي 1 شاركو فالمعارك فمسرح العمليات الأوروبي كمدفع هجومي، حيت كانو الحلفاء مسيطرين على الجو ديال أوروبا. إم 19 وإم 19 آي 1 تخدمو تا فالحرب الكورية فنفس الدور.,"fel7arb l3alamia ttania, el M19 w el M19A1 sharko felma3arek f masra7 el 3amaliyat el europi kamadfa3 hojoumi, 7yt kanou l7olafa2 msytreen 3la l jaw dyal europa. el M19 w el M19A1 tkhedmo ta fel7arb l koriya f nafs ddor.","During World War two, the M19 and M19A1 saw action in the European Theater of Operations as an assault gun, since the Allies had air supremacy over the skies of Europe. The M19 and M19A1 were also used during the Korean War in the same role.",خلال الحرب العالمية الثانية، شارك كل من إم 19 وإم 19 آي 1 في العمليات في مسرح العمليات الأوروبي كمدفع هجومي، حيث كان للحلفاء التفوق الجوي فوق سماء أوروبا. كما استُخدم كل من إم 19 وإم 19 آي 1 خلال الحرب الكورية في نفس الدور.,VALIDATED,GOLD
data51507,DATA_9574,A,كون غير قدرت نراجع دروسي بلا صداع,koun ghir 9dert n raj3 dorossi bla sda3,I wish I could have revised my lessons without any noise,ليتني استطعتُ مراجعة دروسي بهدوء,VALIDATED,GOLD
data51508,DATA_15998,B,2007 - سلسلة حفلات الاستوديو: إليس پول. مقابلة فيديو/ أداء تسجل ف استوديوهات بلو روك ف ويمبرلي، تكساس.,"2007 - silsilat 7afalat studiu: Ellis Paul. Muqabalat vidiu / ada2 tsjel f studiuhat Blue Rock f Wimberley, Texas.","2007 - Studio Concert Series: Ellis Paul. Video interview / performance recorded at Blue Rock Studios in Wimberley, Texas.",2007 - سلسلة حفلات الاستوديو: إليس بول. مقابلة فيديو / أداء مسجل في استوديوهات بلو روك في ويمبرلي، تكساس.,VALIDATED,GOLD
data51509,WIKI_D_03949,D,"تّقسمو لموسيقيين لجوج فرقان مفرّقين. الفرقة ""أ"" (جايسن بويسل، ديفي فاراغر، جوناثان رايس، و بليك ميلز) غالبا كانوا كيلعبو لأغاني ديال الروك أند رول، أما الفرقة ""ب"" كانت كيلعبو لبالادات.","tqesmo lmusiqin ljuj frqan mferreqin. lferqa ""a"" (jason boesel, davey faragher, jonathan rice, w blake mills) ghalban kanu kyl3bo l2aghani dyal rock and roll, amma lferqa ""b"" kanet kyla3bo lbaladat. ","The musicians were split into two separate bands. The Band ""A"" setup (Jason Boesel, Davey Faragher, Johnathan Rice, and Blake Mills) would generally play the more rock and roll songs, while Band ""B"" would play the ballads.","انقسم الموسيقون إلى فرقتين منفصلتين. الفرقة "" أ"" (جايسون بويزل، ديفي فاراغر، جوناثان رايس، وبليك ميلز) كانت تلعب عمومًا الأغاني الأكثر صخبًا، بينما كانت الفرقة ""ب"" تلعب الأغاني الهادئة.",VALIDATED,GOLD
data51510,WIKI_D_11758,D,ف شهر ماي ديال 2015، البلان ديال دبليو إم آي تي إيهباش يبدلو 192 كارو من دوك الكيران ديال السيري 5000 لي فيهم المشاكل بزاف و تصاوبو ف بداية الألفينات ب 220 كارو جداد ديال السيري 7000 كان مهدد حيت الكيران القدم ممولين بالفلوس ديال الحكومة و خاص موافقة ديال إف تي إيه.,"f shher may dyal 2015, l plan dyal WMATA bach ybedlu 192 caru men douk lkiran dyal l serie 5000 li fihom l machakil bzaf w tsawbo f bidayat l 2alfinat b 220 caru jdad dyal serie 7000 kan mhded 7it l kiran l lqdam memwlin b lflus dyal l 7ukuma w khas mowafaqa dyal FTA.","In May 2015, WMATA's plan to replace 192 of the chronically problematic 5000-series cars built in the early 2000s with 220 new 7000-series cars was at risk because the older cars were funded by federal money and requires FTA approval.",في مايو 2015، كانت خطة هيئة النقل في واشنطن (دبليو إم آي تي إيه) لاستبدال 192 عربة من سلسلة 5000 المليئة بالمشاكل، والتي صُنعت في أوائل العقد الأول من القرن 21، بـ 220 عربة جديدة من سلسلة 7000 في خطر؛ لأن العربات القديمة مُمولة بأموال فيدرالية وتتطلب موافقة إدارة النقل الفيدرالية (إف تي إيه).,VALIDATED,GOLD
data51511,WIKI_D_11802,D,شين ميغامي تينسي: ناين (باليابانية: شين ميغامي تينسي ، بمعنى 'التناسخ الحقيقي للإلهة: ناين) هي واحد اللعبة د الفيديو جابونية ديال لعب الأدوار طوروها أتلس و للإكس بوكس، ونشراتها أتلس نهار 5 دجنبر 2002.,"Shin Megami Tensei: Nine (bil yabaniya: Shin Megami Tensei , bima3na ttanasokh lhaqi9i lil 2ilaha: Nine) hiya wahed l-le3ba d-video japoniya dyal le3b l-adwar tawrouha Atlus w lil xbox, w nashratha Atlus nhar 5 dojanbir 2002.","Shin Megami Tensei: Nine (Japanese: Shin Megami Tensei, meaning True Goddess Reincarnation: Nine) is a Japanese role-playing video game developed by Atlus for the Xbox, and published by Atlus on December 5, 2002.",شين ميغامي تينسي: ناين (باليابانية: شين ميغامي تينسي، بمعنى 'التناسخ الحقيقي للإلهة: ناين) هي لعبة فيديو يابانية لتقمص الأدوار، طورتها أطلس وللإكس بوكس، ونشرتها أطلس في 5 ديسمبر 2002.,VALIDATED,GOLD
data51512,WIKI_C_05701,C,هاد التفاقية كتفرض على هيرد و غاروني يعلمو ال إف تي سي ب أي تبديلة طرات ف السمية، العنوان، ولا الخدمة، وحتى أي شراكة جديدة دارو، لمدة خمس سنين.,"Had l2ittifaqiya katfred 3la Herd w Garroni y3almu l FTC b ay tbdila trat f ssmiya, l3onwan, wla lkhedma, w 7ta ay charaka jdida daru, lmuda dyal khmes snin.","The agreement requires Herd and Garroni to notify the FTC of any change of name, address or employment status, and of any new business affiliations, for five years.",يتطلب الاتفاق من هيرد وغاروني إخطار لجنة التجارة الفيدرالية (إف تي سي) بأي تغيير في الاسم أو العنوان أو الوضع الوظيفي، وبأي انتماءات تجارية جديدة، لمدة خمس سنوات.,VALIDATED,GOLD
data51513,WIKI_C_03465,C,التصلب اللويحي (إم إس) واحد المرض مزمن فيه الالتهاب وكيدمر النخاعين اللي كيغلف الأعصاب وكياثر على الجهاز العصبي المركزي. كاينين شي دوايات يقدروا يعاونوا واخا ما كاينش شي علاج نهائي.,"etasallob ellweyhi (MS) wahed el merd mozmin fih l 2iltihab w kay demmer nnokha3yn lli kay ghllef l
2a3sab w kay2tter 3la l jehaz l3asabi lmarkazi. Kaynin chi dwayet yqdrou y3awnou wakha makayench chi 3ilaj niha2i.","Multiple sclerosis (MS) is a chronic inflammatory demyelinating disease that affects the central nervous system (CNS). Several therapies exist, although there is no known cure.",لتصلب المتعدد (إم إس) هو مرض التهابي مزمن يسبب نزع الميالين ويؤثر على الجهاز العصبي المركزي. توجد علاجات متعددة له، على الرغم من عدم وجود علاج نهائي معروف.,VALIDATED,GOLD
data51514,WIKI_C_09813,C,أوجين ويغنر عاود نفس الحكاية، غي هو بدل الذبانة بالسنونو، و قال باللي ماكس بورن هو اللي طرح السؤال على فون نويمان في العشرينات.,"owjin wigner 3awed nafs l7ikaya, ghi howa bdel dhdhabana bssnano, w qal blli max born howa lli tra7 ssou2al 3la fon nweman fi l3chrinat.","Eugene Wigner told a similar story, only with a swallow instead of a fly, and says it was Max Born who posed the question to von Neumann in the 1920s.",حكى يوجين فيغنر قصة مشابهة، لكن مع سنونو بدلاً من ذبابة، ويقول إن ماكس بورن هو من طرح السؤال على فون نيومان في عشرينيات القرن الماضي.,VALIDATED,GOLD
data51515,DATA_3071,A,إمكن غادي يتعذب المرا جاية,imken ghadi it3deb lmra jaya,Maybe he'll get caressed next time,Maybe he'll suffer next time,VALIDATED,GOLD
data51516,DATA_2766,A,خصك نيت تجربو,khssk nit tjrrbo,You should really try it,ينبغي لك حقاً تجربته,VALIDATED,GOLD
data51517,DATA_15992,B,ميكس بوب: مستعمل فالفيديو وخرج فالألبوم ديال كاري أون وفالسيمغلات الألمانية كتراك 2.,Mix Pop: msta3ml fl video w khrej fl album dyal Carry On wf simghlat l Almanya ka track 2.,Mix Pop: used in the video and released on the Carry On album and on German singles as track 2.,ميكس بوب: استُخدم في الفيديو وصدر في ألبوم كاري أون وفي السينغل الألماني كالمقطع 2.,VALIDATED,GOLD
data51518,WIKI_C_03583,C,الحماية الحكومية بالنيابة هيا فاش الدولة كتعطي لحماية ديالها من شي قانون لشي واحد ماشي تابع ليها، حيت الدولة غاتضرر يلا طبق القانون على الطرف لاخور.,"l7imaya l7okomiya bniyaba hiya fash ddawla kat3ti l7imaya dyalha mn shi qanun lshi wa7d machi tab3 liha, 7it ddawla ghatdarar ila ttebbaq lqanun 3la ṭṭaraf la5or.",Derivative governmental immunity refers to the extension of a government's immunity from a statute to a non-government party on the basis the government would be affected if the statute was to apply to the other party.,تشير الحصانة الحكومية المشتقة إلى توسيع نطاق حصانة الحكومة من قانون معين لتشمل طرفاً غير حكومي، على أساس أن الحكومة ستتأثر إذا طُبق القانون على الطرف الآخر.,VALIDATED,GOLD
data51519,DATA_4004,A,مادرليك والو,maderlik walu,he done nothing to you,لم يفعل لك شيئًا,VALIDATED,GOLD
data51520,DATA_5373,A,لملحة ضرورية ف الطياب,lml7a Daroriya f ttyab,Salt is crucial for cooking,الملح ضروري للطبخ,VALIDATED,GOLD
data51521,DATA_16513,B,أنكاني إكس مان أنيوال رقم 9-10، 12، 14 (مع كريس كليرمونت، مارفل، 1985–1990),"Uncanny X-Men Annual N° 9-10, 12, 14 (m3a Chris Claremont, Marvel, 1985–1990)","Uncanny X-Men Annual N°  9-10, 12, 14 (with Chris Claremont, Marvel, 1985–1990)",رجال-إكس الخارقون السنوي رقم 9-10، 12، 14 (مع كريس كليرمونت، مارفل، 1985–1990),VALIDATED,GOLD
data51522,DATA_2224,A,إيلا زدت شربت نقدر نرد عليك.,ila zdt chrabt n9dar nred 3lik.,If I have any more alcohol I may be sick on you.,إذا تناولت المزيد من الكحول فقد أتقيأ عليك.,VALIDATED,GOLD
data51523,DATA_17224,B,من بعد الدورة العادية، رايس خدمات ف لجنة إصلاح معاشات موظفين البوليس ورجال المطافئ ديال البرلمان، ولجنة المراجعة المؤقتة لقوانين النقل.,"men ba3d doura l3adiya, rrays kheddmat f lajnat isla7 m3achat muwazhafin lboulis w rjal lmatafi2 dial lbarlaman, w lajnat lmuraja3a lmu2a9ata l9awanin nna9l.","Following the regular session, Rice served on the legislature's Police Officers' and Firefighters' Pension Reform Commission and the interim Transportation Legislation Review Committee.",عقب الدورة العادية، شغلت رايس عضوية لجنة البرلمان لإصلاح معاشات ضباط الشرطة ورجال الإطفاء، ولجنة المراجعة المؤقتة لـتشريعات النقل.,VALIDATED,GOLD
data51524,WIKI_D_05384,D,فالميريكان، فين وقت الفاكية كايكون من شهر سبعة لشهر عشرة، البلايص اللي كاينة فيها كاتبدا من كارولينا فالشمال حتى لنيويورك ونيو إنجلاند، و فالغرب حتى لمينيسوتا. ولقاوها حتى فكوستاريكا، والصين، وتايوان.,"f l merikan, fin waqt l fakiya kaykun mn shhar sb3a lshhar 3shra, lblays li kayna fiha katbda mn karolina fshmal 7ta l new york w new ingland, w fl gherb 7ta l minnesota. w laqawha 7ta fkostarika, w ssin, w taywan.","In the United States, where the fruiting season occurs from July to October, its range extends from the Carolinas north to New York and New England, and west to Minnesota. It has also been collected from Costa Rica, China, and Taiwan.",في الولايات المتحدة، حيث يمتد موسم الإثمار من يوليو إلى أكتوبر، يمتد نطاق انتشارها من كارولينا شمالاً إلى نيويورك ونيو إنجلاند، وغرباً إلى مينيسوتا. كما جُمعت أيضاً من كوستاريكا والصين وتايوان.,VALIDATED,GOLD
data51525,WIKI_C_03047,C,جيروكاستر كتوصل ليها طريق اللي كيربطها بتيبلين فالشمال وبمنطقة والحدود ديال اليونان على بعد 30 كيلومتر فالجنوب.,Gjirokaster katchofha tariq lli katwsa liha Tepelene f chchamal w bmintaqat wl hodod dyal l younan 30 km fl janoub.,"Gjirokaster is served by the Highway, which connects it to Tepelenë in the north and the region and Greek border 30 km (19 mi) to the south.",تخدم مدينة جيروكاستر طريق السريع، الذي يربطها بتيبلين شمالاً وبمنطقة والحدود اليونانية على بعد 30 كيلومتراً إلى الجنوب.,VALIDATED,GOLD
data51526,WIKI_D_05157,D,هاد السيستيم تعرفات بيه باݣاسا بحالا منخفض مداري. تكون على بعد مئات الكيلومترات شرق الفلبين ف 29 غشت، وتبع طريق شمال لجهة الغرب، وتلاشا ف 30 غشت قبل ما يوصل للأرخبيل ديال الجزر.,"Had ssistim t3errfat bih PAGASA b7ala munkhafed madari. T-koun 3la b3d myat lkilomitrat charq lFilibin f-29 ghocht, w tbe3 triq chamal ljiht l-gharb, w-tlacha f-30 ghocht qbel ma y-wsal l-l-archibil dyal l-juzur.","This system was recognized as a tropical depression by PAGASA. It formed several hundred miles east of the Philippines on August 29, tracking north of due west, and dissipating on August 30 before reaching the island archipelago.",اعترفت 'باغاسا' بهذا النظام باعتباره منخفضاً مدارياً. تشكّل على بعد مئات الكيلومترات شرق الفلبين في 29 أغسطس، متتبعاً مساراً شمالي الغرب، وتلاشى في 30 أغسطس قبل وصوله إلى أرخبيل الجزر.,VALIDATED,GOLD
data51527,DATA_6004,A,بغيت نتيح,bghit nti7.,I want to fall down.,أريدُ أن أسقطَ.,VALIDATED,GOLD
data51528,DATA_18799,B,ملي سال هاريسون الكلية، بدا كيقرا القانون كتلميذ (أو متدرب) فواحد المكتب ديال المحاماة فسينسيناتي سميتو ستورر & غوين.,"melli sal Harrison l kolliya, bda kiqra lqanun ket tilmid (aw mutadarrib) f wa7d l maktab dyal l mu7amat f cincinnati smitu Sturr & Gwin.","After completing college, Harrison took up the study of law as an apprentice in the Cincinnati law office of Storer & Gwynne.",بعد إتمامه للجامعة، انكب هاريسون على دراسة القانون كمتدرب في مكتب ستورر وغوين للمحاماة في سينسيناتي.,VALIDATED,GOLD
data51529,DATA_9699,A,علاش مابغيتيش تحسّن؟,3lach mabghitich t 7essen?,why you dont wanna get a cut?,لماذا لا تريد أن تقص شعرك؟,VALIDATED,GOLD
data51530,DATA_18465,B,الفيلم ترشح تا هو لجائزة أحسن فيلم ماشي بالإنجليزية فجوائز البافتا البريطانية للفنون السينمائية والتلفزيونية ديال 2007.,lfilm tarcha7 ta huwa lja2izat a7ssan film machi bel englizia f jawa2iz lbafta lbritania l lfunun sinima2iya o telefizyonia dyal 2007.,The film was also nominated for Best Film Not in the English Language at the 2007 British Academy of Film and Television Arts (BAFTA) awards.,ترشح الفيلم أيضاً لجائزة أفضل فيلم غير ناطق بالإنجليزية في حفل جوائز الأكاديمية البريطانية لفنون السينما والتلفزيون (بافتا) لعام 2007.,VALIDATED,GOLD
data51531,DATA_24781,B,"جورج مارتن – منتج، منتج تنفيذي؛ وتار، نحاس، كلارينيت، توزيع وتأليف موسيقي أوركسترالي وقيادة الأوركسترا؛ بيانو في ""روكي راكون"".","George Martin - Montij, Montij Tanfidi; wtar, N7as, Klarinit, Touzi3 o Ta2lif Mousiqi Ourkistrali w Qiyadat l'Ourkistra; Piano fi ""Rocky Racoon"".","George Martin - producer, executive producer; string, brass, clarinet, orchestral arrangements and conducting; piano on ""Rocky Raccoon"".","جورج مارتن - منتج، ومنتج تنفيذي؛ توزيع أوتار ونحاس وكلارينيت وتوزيعات أوركسترالية وإشراف موسيقي؛ بيانو في أغنية ""روكي راكون""",VALIDATED,GOLD
